"url","routeType","qualityClass","originalStatus","originalFinalDestination","originalCanonical","originalRobots","originalXRobots","originalSitemap","finalStatus","finalFinalDestination","finalCanonical","finalRobots","finalXRobots","finalSitemap","googleIndexStatus","lastCrawl","gscClicks","gscImpressions","meaningfulContentWithoutInteraction","title","metaDescription","h1","pagePurpose","intendedAudience","primarySearchIntent","substantiveDepth","visibleAuthorship","publishedOrUpdatedDate","citations","internalLinksInOriginal","internalLinksOutOriginal","internalLinksInFinal","internalLinksOutFinal","structuredData","duplicationOrOverlap","completeness","originalAnalysisOrFirsthandExpertise","disposition","adsenseRisk"
"https://communityacquiredfinance.com/articles","directory","3. Legitimate navigational or trust page","200","https://communityacquiredfinance.com/articles","https://communityacquiredfinance.com/articles","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles","https://communityacquiredfinance.com/articles","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","30","yes","Financial Education Articles | Community Acquired Finance","Browse source-backed articles about retirement, investing, credit, workplace benefits, insurance, medical bills, Medicare, Medicaid, and healthcare finances.","Short, honest reads.","Browse source-backed articles about retirement, investing, credit, workplace benefits, insurance, medical bills, Medicare, Medicaid, and healthcare finances.","patients, families, and caregivers","navigate or use a supporting resource","2436 visible words","not visible","not visible","0","168","94","162","94","BreadcrumbList; CollectionPage","no exact metadata duplication detected","complete for final disposition","not applicable or not visibly asserted","retain","low"
"https://communityacquiredfinance.com/articles/accident-critical-illness-hospital-indemnity-open-enrollment","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/accident-critical-illness-hospital-indemnity-open-enrollment","https://communityacquiredfinance.com/articles/accident-critical-illness-hospital-indemnity-open-enrollment","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/accident-critical-illness-hospital-indemnity-open-enrollment","https://communityacquiredfinance.com/articles/accident-critical-illness-hospital-indemnity-open-enrollment","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","64","yes","Accident vs. Critical Illness vs. Hospital Indemnity Insurance | Community Acquired Finance","Compare accident, critical illness, and hospital indemnity insurance by benefit trigger, payout, exclusions, and fit with your health plan.","Accident vs. Critical Illness vs. Hospital Indemnity Insurance","Compare accident, critical illness, and hospital indemnity insurance by benefit trigger, payout, exclusions, and fit with your health plan.","patients, families, and caregivers","learn and prepare next steps","1065 visible words","visible","not visible","2","11","30","11","30","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/allowed-amount-medical-bills","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/allowed-amount-medical-bills","https://communityacquiredfinance.com/articles/allowed-amount-medical-bills","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/allowed-amount-medical-bills","https://communityacquiredfinance.com/articles/allowed-amount-medical-bills","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Allowed Amount: The Number That Actually Matters on a Medical Bill | Community Acquired Finance","Learn why the billed charge is not always the number your insurance uses to calculate your share.","Allowed Amount: The Number That Actually Matters on a Medical Bill","Learn why the billed charge is not always the number your insurance uses to calculate your share.","general public","learn and prepare next steps","782 visible words","visible","not visible","3","5","27","5","27","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/backup-care-plans-for-busy-healthcare-workers","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/backup-care-plans-for-busy-healthcare-workers","https://communityacquiredfinance.com/articles/backup-care-plans-for-busy-healthcare-workers","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/backup-care-plans-for-busy-healthcare-workers","https://communityacquiredfinance.com/articles/backup-care-plans-for-busy-healthcare-workers","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","10","yes","Backup Childcare for Healthcare Workers: A Shift-Proof Plan | Community Acquired Finance","Create a backup childcare plan for nursing shifts, weekends, call, illness, and school closures, including employer benefits and cost planning.","Backup Childcare for Healthcare Workers: A Shift-Proof Plan","Create a backup childcare plan for nursing shifts, weekends, call, illness, and school closures, including employer benefits and cost planning.","general public","learn and prepare next steps","1351 visible words","visible","not visible","2","1","24","1","24","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/beneficiaries-open-enrollment-checklist","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/beneficiaries-open-enrollment-checklist","https://communityacquiredfinance.com/articles/beneficiaries-open-enrollment-checklist","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/beneficiaries-open-enrollment-checklist","https://communityacquiredfinance.com/articles/beneficiaries-open-enrollment-checklist","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","12","yes","The 10-Minute Open Enrollment Task That Prevents a Legal Mess | Community Acquired Finance","Use open enrollment to update beneficiaries before life changes create avoidable problems.","The 10-Minute Open Enrollment Task That Prevents a Legal Mess","Use open enrollment to update beneficiaries before life changes create avoidable problems.","general public","learn and prepare next steps","497 visible words","visible","not visible","1","4","24","4","24","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/blood-thinner-safety-before-going-home","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/blood-thinner-safety-before-going-home","https://communityacquiredfinance.com/articles/blood-thinner-safety-before-going-home","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/blood-thinner-safety-before-going-home","https://communityacquiredfinance.com/articles/blood-thinner-safety-before-going-home","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Blood Thinner Safety: What to Verify Before Going Home | Community Acquired Finance","Prepare the exact questions and written information needed to use a prescribed blood thinner safely without guessing at medicine-specific rules.","Blood Thinner Safety: What to Verify Before Going Home","Prepare the exact questions and written information needed to use a prescribed blood thinner safely without guessing at medicine-specific rules.","general public","learn and prepare next steps","870 visible words","visible","not visible","2","3","23","2","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/burnout-overspending-overeating","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/burnout-overspending-overeating","https://communityacquiredfinance.com/articles/burnout-overspending-overeating","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/burnout-overspending-overeating","https://communityacquiredfinance.com/articles/burnout-overspending-overeating","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Burnout, Overspending, and Overeating After Hard Shifts | Community Acquired Finance","Understand why hard shifts can trigger expensive or unhealthy coping patterns — without shame.","Burnout, Overspending, and Overeating After Hard Shifts","Understand why hard shifts can trigger expensive or unhealthy coping patterns — without shame.","general public","learn and prepare next steps","700 visible words","visible","not visible","1","2","23","2","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/can-healthcare-workers-reach-financial-independence","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/can-healthcare-workers-reach-financial-independence","https://communityacquiredfinance.com/articles/can-healthcare-workers-reach-financial-independence","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/can-healthcare-workers-reach-financial-independence","https://communityacquiredfinance.com/articles/can-healthcare-workers-reach-financial-independence","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","8","yes","Can Healthcare Workers Reach Financial Independence? | Community Acquired Finance","A realistic FI guide for workers who want more freedom without pretending every shift is easy or every budget is painless.","Can Healthcare Workers Reach Financial Independence?","A realistic FI guide for workers who want more freedom without pretending every shift is easy or every budget is painless.","general public","learn and prepare next steps","686 visible words","visible","not visible","3","3","24","3","24","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/can-you-live-off-dividends-passive-income-guide","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/can-you-live-off-dividends-passive-income-guide","https://communityacquiredfinance.com/articles/can-you-live-off-dividends-passive-income-guide","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/can-you-live-off-dividends-passive-income-guide","https://communityacquiredfinance.com/articles/can-you-live-off-dividends-passive-income-guide","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","14","yes","Can You Live Off Dividends? A Plain-English Passive Income Guide | Community Acquired Finance","A grounded explanation of dividend income, total return, and why passive income still needs a large asset base.","Can You Live Off Dividends? A Plain-English Passive Income Guide","A grounded explanation of dividend income, total return, and why passive income still needs a large asset base.","general public","learn and prepare next steps","678 visible words","visible","not visible","2","1","25","1","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/cash-vs-investing-when-you-feel-behind","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/cash-vs-investing-when-you-feel-behind","https://communityacquiredfinance.com/articles/cash-vs-investing-when-you-feel-behind","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/cash-vs-investing-when-you-feel-behind","https://communityacquiredfinance.com/articles/cash-vs-investing-when-you-feel-behind","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","16","yes","Should You Keep Cash or Invest It? A Practical Decision Framework | Community Acquired Finance","Use a practical cash-versus-investing framework based on emergency reserves, near-term expenses, debt, employer matching, and time horizon.","Should You Keep Cash or Invest It? A Practical Decision Framework","Use a practical cash-versus-investing framework based on emergency reserves, near-term expenses, debt, employer matching, and time horizon.","general public","learn and prepare next steps","988 visible words","visible","not visible","3","13","25","13","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/check-hospital-financial-assistance-before-paying","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/check-hospital-financial-assistance-before-paying","https://communityacquiredfinance.com/articles/check-hospital-financial-assistance-before-paying","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/check-hospital-financial-assistance-before-paying","https://communityacquiredfinance.com/articles/check-hospital-financial-assistance-before-paying","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","11","yes","Before You Pay a Hospital Bill, Check Financial Assistance | Community Acquired Finance","Know when to ask for charity care or financial assistance before draining savings or using a credit card.","Before You Pay a Hospital Bill, Check Financial Assistance","Know when to ask for charity care or financial assistance before draining savings or using a credit card.","general public","learn and prepare next steps","970 visible words","visible","not visible","4","5","29","5","29","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/copd-recovery-after-hospital","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/copd-recovery-after-hospital","https://communityacquiredfinance.com/articles/copd-recovery-after-hospital","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/copd-recovery-after-hospital","https://communityacquiredfinance.com/articles/copd-recovery-after-hospital","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","COPD Recovery After a Hospital Visit | Community Acquired Finance","Organize the medicines, inhalers, equipment, recovery plan, follow-up, and access questions that matter after a COPD-related hospital visit.","COPD Recovery After a Hospital Visit","Organize the medicines, inhalers, equipment, recovery plan, follow-up, and access questions that matter after a COPD-related hospital visit.","patients, families, and caregivers","learn and prepare next steps","868 visible words","visible","not visible","4","2","23","2","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/deductible-copay-coinsurance-out-of-pocket-max","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/deductible-copay-coinsurance-out-of-pocket-max","https://communityacquiredfinance.com/articles/deductible-copay-coinsurance-out-of-pocket-max","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/deductible-copay-coinsurance-out-of-pocket-max","https://communityacquiredfinance.com/articles/deductible-copay-coinsurance-out-of-pocket-max","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","115","yes","Deductible vs. Copay vs. Coinsurance vs. Out-of-Pocket Maximum | Community Acquired Finance","Learn the difference between a deductible, copay, coinsurance, and out-of-pocket maximum with a simple medical-bill example.","Deductible vs. Copay vs. Coinsurance vs. Out-of-Pocket Maximum","Learn the difference between a deductible, copay, coinsurance, and out-of-pocket maximum with a simple medical-bill example.","general public","learn and prepare next steps","1362 visible words","visible","not visible","2","4","27","4","27","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/dental-vision-insurance-open-enrollment","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/dental-vision-insurance-open-enrollment","https://communityacquiredfinance.com/articles/dental-vision-insurance-open-enrollment","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/dental-vision-insurance-open-enrollment","https://communityacquiredfinance.com/articles/dental-vision-insurance-open-enrollment","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","11","yes","Dental and Vision Insurance: What to Check Before Adding Them | Community Acquired Finance","Avoid overbuying add-ons by checking annual maximums, frequency limits, and real expected use.","Dental and Vision Insurance: What to Check Before Adding Them","Avoid overbuying add-ons by checking annual maximums, frequency limits, and real expected use.","general public","learn and prepare next steps","556 visible words","visible","not visible","3","3","25","3","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/diagnosis-explained","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/diagnosis-explained","https://communityacquiredfinance.com/articles/diagnosis-explained","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/diagnosis-explained","https://communityacquiredfinance.com/articles/diagnosis-explained","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","1","yes","Diagnosis, Explained: Our Plain-English Guide System | Community Acquired Finance","The RN-designed format, publication gates, and nurse-reviewed plain-English diagnosis guides available from Community Acquired Finance.","Diagnosis, Explained: Our Plain-English Guide System","The RN-designed format, publication gates, and nurse-reviewed plain-English diagnosis guides available from Community Acquired Finance.","healthcare workers","learn and prepare next steps","1299 visible words","visible","not visible","4","11","24","11","24","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/disability-insurance-healthcare-workers-open-enrollment","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/disability-insurance-healthcare-workers-open-enrollment","https://communityacquiredfinance.com/articles/disability-insurance-healthcare-workers-open-enrollment","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/disability-insurance-healthcare-workers-open-enrollment","https://communityacquiredfinance.com/articles/disability-insurance-healthcare-workers-open-enrollment","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Disability Insurance for Healthcare Workers: The Benefit You Should Not Ignore | Community Acquired Finance","Understand short-term and long-term disability before an injury or illness threatens your income.","Disability Insurance for Healthcare Workers: The Benefit You Should Not Ignore","Understand short-term and long-term disability before an injury or illness threatens your income.","general public","learn and prepare next steps","583 visible words","visible","not visible","1","4","25","4","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/discharge-coverage-guide","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/discharge-coverage-guide","https://communityacquiredfinance.com/articles/discharge-coverage-guide","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/discharge-coverage-guide","https://communityacquiredfinance.com/articles/discharge-coverage-guide","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Discharge Coverage Guide | Community Acquired Finance","Understand which post-hospital costs Medicare may cover after discharge — and which questions families should ask early.","Discharge Coverage Guide","Understand which post-hospital costs Medicare may cover after discharge — and which questions families should ask early.","patients, families, and caregivers","learn and prepare next steps","855 visible words","visible","not visible","6","3","23","3","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/does-medicare-cover-long-term-care","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/does-medicare-cover-long-term-care","https://communityacquiredfinance.com/articles/does-medicare-cover-long-term-care","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/does-medicare-cover-long-term-care","https://communityacquiredfinance.com/articles/does-medicare-cover-long-term-care","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","6","yes","Does Medicare Cover Long-Term Care? | Community Acquired Finance","A plain-English answer to the Medicare long-term care gap, including the difference between skilled care and custodial care.","Does Medicare Cover Long-Term Care?","A plain-English answer to the Medicare long-term care gap, including the difference between skilled care and custodial care.","patients, families, and caregivers","learn and prepare next steps","773 visible words","visible","not visible","4","4","25","4","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/does-medicare-cover-rehab-after-hospital-stay","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/does-medicare-cover-rehab-after-hospital-stay","https://communityacquiredfinance.com/articles/does-medicare-cover-rehab-after-hospital-stay","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/does-medicare-cover-rehab-after-hospital-stay","https://communityacquiredfinance.com/articles/does-medicare-cover-rehab-after-hospital-stay","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","32","yes","Does Medicare Cover Rehab After a Hospital Stay? | Community Acquired Finance","Understand when Medicare may cover short-term rehab, what can block coverage, and what families should ask before discharge.","Does Medicare Cover Rehab After a Hospital Stay?","Understand when Medicare may cover short-term rehab, what can block coverage, and what families should ask before discharge.","patients, families, and caregivers","learn and prepare next steps","712 visible words","visible","not visible","4","6","25","6","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/durable-medical-equipment-after-discharge","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/durable-medical-equipment-after-discharge","https://communityacquiredfinance.com/articles/durable-medical-equipment-after-discharge","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/durable-medical-equipment-after-discharge","https://communityacquiredfinance.com/articles/durable-medical-equipment-after-discharge","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Durable Medical Equipment After Discharge | Community Acquired Finance","Learn how walkers, wheelchairs, oxygen, hospital beds, and other equipment may be covered after discharge.","Durable Medical Equipment After Discharge","Learn how walkers, wheelchairs, oxygen, hospital beds, and other equipment may be covered after discharge.","patients, families, and caregivers","learn and prepare next steps","868 visible words","visible","not visible","3","4","23","4","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
